"GEOID","NAME","MedHouseIncome","Pct_CostBurdened_Owners","Pct_CostBurdened_Renters","Pct_CostBurdened_15_24","Pct_CostBurdened_25_34","Pct_CostBurdened_35_64","Pct_CostBurdened_65_plus","Pct_RenterCostBurdened_15_24","Pct_RenterCostBurdened_25_34","Pct_RenterCostBurdened_35_64","Pct_RenterCostBurdened_65_plus","Pct_CostBurdened_White_Owners","Pct_CostBurdened_Black_Owners","Pct_CostBurdened_Other_Owners","Pct_CostBurdened_White_Renters","Pct_CostBurdened_Black_Renters","Pct_CostBurdened_Other_Renters","isUrban","Unemployment_Rate","Pct_Bachelors_Higher"
"13113","Fayette County, Georgia",108986,20.7158811388504,54.3253012048193,76.1643835616438,35.7021276595745,16.6185723071101,23.4216239687364,67.1021377672209,48.9444878811572,46.3710618436406,70.2745512143611,16.6582128666836,24.7654320987654,27.4429223744292,46.9665513264129,59.6391934913336,25.8261933904529,1,3.69735977023426,48.0907841766507
"13115","Floyd County, Georgia",62540,16.6556887542265,45.6773266259432,42.3387096774194,19.3697868396664,13.5768945939274,19.7224251278305,46.6746554823247,46.2668298653611,45.4349078341014,44.7394296951819,14.7083333333333,22.6190476190476,33.1775700934579,33.6987270155587,65.12641673932,36.2723214285714,1,4.25925925925926,24.9461255956536
"13117","Forsyth County, Georgia",138000,15.3894190955865,41.6826590926537,25.3731343283582,17.4609375,13.5507752743206,20.8953284386979,56.2277580071174,46.0165433173705,33.7903120511816,58.8420107719928,14.4009931719429,30.6944444444444,12.7176594994713,36.7953890489914,38.4872080088988,39.7894736842105,1,3.35012576407949,56.603047201288
"13119","Franklin County, Georgia",52264,24.9475890985325,26.4790076335878,0,30.1966292134831,28.2058189655172,18.3552930486143,43.0622009569378,16.0975609756098,22.1912720519963,40,23.5224386113463,16.0270880361174,41.871921182266,22.9334990677439,37.3076923076923,71.0144927536232,0,5.03089996137505,16.9265998267112
"13121","Fulton County, Georgia",91490,21.6323632064623,48.0071825256961,34.3502824858757,22.2784641513204,18.9969078462614,28.2100997397334,65.245361263225,42.8789164162365,47.1088416975886,51.9666678097459,17.125146180951,26.3200395318846,16.5686363225048,38.2708942448986,52.2640103248323,37.6331646179802,1,5.38653706244456,57.9951388776112
"13123","Gilmer County, Georgia",72542,18.7450903377848,36.3673805601318,0,41.304347826087,19.7644749754661,14.2560073937153,53.9007092198582,25,33.9163498098859,47.1804511278196,17.0278969957082,0,25.5892255892256,34.5261121856866,0,45.320197044335,0,1.82078853046595,22.73276904474
"13125","Glascock County, Georgia",55250,27.6843467011643,20.0743494423792,0,0,39.0658174097665,12.9310344827586,0,5,19.6319018404908,33.3333333333333,27.5910364145658,0,0,16.4556962025316,12.5,0,0,1.05433901054339,14.8600508905852
"13127","Glynn County, Georgia",68546,20.6125613853709,40.8640785207256,7.66871165644172,24.9259917110716,16.8196258383339,24.6579507449073,47.0679012345679,47.9843444227006,34.856949382089,46.6318991742721,18.97994207873,23.1083202511774,22.7214377406932,36.6723259762309,42.456457814974,46.8384074941452,1,4.55783361594985,30.4418174613657
"13129","Gordon County, Georgia",61997,18.2773664727657,39.5589007526694,8.12182741116751,14.6972369194591,17.8169764413401,20.7819360234163,51.0204081632653,18.0703188879804,43.5782556750299,50.6883604505632,17.8476695718075,11.9587628865979,25.7022471910112,34.8999325387902,21.9451371571072,56.786271450858,1,3.62245996984275,17.651946220857
"13131","Grady County, Georgia",54312,16.9533550286688,44.171270718232,0,4.77941176470588,11.3431969828837,28.326359832636,17.3913043478261,52.4229074889868,40.2463054187192,49.1525423728814,13.6013330556134,25.531914893617,4,34.3485617597293,52.4633821571238,29.8913043478261,0,2.83800753453328,15.2943843146144
"13133","Greene County, Georgia",84530,22.0808503784828,29.1997556505803,40,11.9601328903654,19.7270955165692,24.7295673076923,73.972602739726,3.62903225806452,29.6377607025247,35.8024691358025,17.481162540366,34.5525291828794,4.14201183431953,43.2214765100671,13.0659767141009,33.6363636363636,0,5.12882545058667,36.4242049591318
"13135","Gwinnett County, Georgia",84823,24.028015809983,56.3113115440048,39.7700047915668,25.5080662057406,22.2486295073036,28.2617431212064,62.101946663666,59.6348012889366,53.7640550288036,57.56004655592,17.4115295157911,25.887784803774,31.5329031085257,42.4738926899532,56.6283648421489,57.0228915176228,1,4.06600540957208,38.7282985901625
"13137","Habersham County, Georgia",65622,18.7818105965791,39.010583312823,19.1780821917808,12.6760563380282,19.7021943573668,18.9164987687486,55.0925925925926,30.6603773584906,36.5606936416185,53.7271448663854,18.0889309366131,43.265306122449,16.2629757785467,33.2003682111077,52.1739130434783,26.8867924528302,0,2.25156358582349,24.2456359102244
"13139","Hall County, Georgia",77430,19.1418267761456,47.7053466774862,39.4009216589862,17.878237164925,18.295774158825,20.510164443869,49.3306891422905,41.8387502244568,45.2105166390881,62.9101667563206,18.3107150091148,21.0119737350328,14.2955801104972,43.6025631997747,52.6356290881108,42.3157017909204,1,3.92868139481179,26.7317255723241
"13141","Hancock County, Georgia",33182,29.2307692307692,57.3208722741433,0,0,30.3030303030303,28.125,0,54.5454545454545,73.2522796352584,37.8531073446328,10.4679802955665,38.8888888888889,0,11.6279069767442,60.6010016694491,0,0,5.91420241566014,8.36490377329898
"13143","Haralson County, Georgia",65016,19.8265331053017,33.604091456077,37.6344086021505,14.8550724637681,12.1270658939687,34.535686876439,52.8089887640449,30.0326441784548,27.4050632911392,46.908315565032,19.0056556622386,6.64556962025316,0,27.3283480625425,19.047619047619,4.65116279069767,0,5.30001373060552,17.4250307444896
"13145","Harris County, Georgia",89184,21.6129032258065,26.6079891672309,0,17.9487179487179,19.6190771136575,26.4124686891177,4.45859872611465,24.3654822335025,23.4913793103448,61.5384615384615,20.1388098759813,16.1182375906302,35.5633802816901,18.9309576837416,38.3429672447013,0,0,5.80065848548339,34.652076318743
"13147","Hart County, Georgia",57241,17.8120262758969,39.5888846593072,94.6808510638298,14.0043763676149,13.2018966808086,21.6795711733174,7.52688172043011,15.6785243741765,53.9940828402367,43.4988179669031,18.274740591606,16.7425968109339,0,31.0635538261997,38.1752701080432,100,0,3.76023192360164,18.0836218926043
"13149","Heard County, Georgia",62907,19.6034537895747,38.8477366255144,0,42.8030303030303,15.7834101382488,21.4218009478673,29.3478260869565,28.6245353159851,40.3010033444816,49.609375,19.1335740072202,20.1581027667984,0,41.0565338276182,25.5102040816327,44.4444444444444,0,5.21882062872406,11.3659147869674
"13151","Henry County, Georgia",81612,23.9930176028191,48.4418775052799,50.3846153846154,19.0243902439024,22.5663501339177,29.1941786821183,54.4593528018942,45.5130375888927,49.3741307371349,47.6668826960467,14.9552337791533,27.1569131360599,23.3779608650875,41.9010819165379,48.877190644366,46.0746460746461,1,5.63519525457242,28.0366191557874
"13153","Houston County, Georgia",80743,16.8093217291232,45.1806934324417,13.9705882352941,12.3239436619718,16.9643209146462,18.2582322357019,64.8158640226629,40.96461008456,42.5940752602082,53.0355594102342,13.5034403669725,17.7267556107147,24.4354371742907,35.4202826679891,47.1039509014193,49.2997198879552,1,5.01411899942524,32.2573893418754
"13155","Irwin County, Georgia",53915,20.844327176781,31.0634328358209,0,0,20.5673758865248,23.5412474849095,58.6206896551724,35.207100591716,27.0935960591133,22.3880597014925,18.9748644652538,34.0080971659919,0,16.1144578313253,41.4141414141414,0,0,3.61092304220266,16.6278166278166
"13157","Jackson County, Georgia",85012,20.4190670879019,35.8400586940572,41.7241379310345,19.9417758369723,18.2987681272415,24.3639575971731,25.4901960784314,25.2525252525253,36.7199276454628,48.5748218527316,19.0054828728082,26.1622607110301,30.0405953991881,31.6801139060275,56.9747899159664,42.5233644859813,1,3.41394025604552,27.3087119817365
"13159","Jasper County, Georgia",59574,25.1992642550582,34.9292709466812,15.7894736842105,5.58558558558559,27.1215207060421,29.5131086142322,0,53.1531531531532,30.7832422586521,64.5833333333333,18.644494834971,49,41.588785046729,32.9317269076305,36.8421052631579,0,0,7.24800224309547,19.8521046643914
"13161","Jeff Davis County, Georgia",40879,18.6870062653228,28.5209192692988,0,0.732600732600733,17.3674588665448,25.2282157676349,47.8260869565217,18.7702265372168,26.5761396702231,41.8006430868167,20.414402173913,2.47252747252747,20.1754385964912,32.4159021406728,18.9024390243902,100,0,4.87764821809821,11.4576835100853
"13163","Jefferson County, Georgia",46561,19.6870267541646,31.4498933901919,9.67741935483871,15.3465346534653,19.6304849884527,20.5242966751918,30.2631578947368,53.4278959810875,22.6341463414634,30.9659090909091,14.6710837671557,24.4205765969474,0,17.7730192719486,38.6721991701245,0,0,5.01268088915411,11.1838982246274
"13165","Jenkins County, Georgia",36906,17.1268656716418,23.7726098191214,100,10.6796116504854,20.1438848920863,11.8446601941748,0,0,22.2222222222222,30.6930693069307,9.24092409240924,26.6666666666667,0,12.7659574468085,30.0813008130081,0,0,5.00782472613459,7.81724347298118
